"description";"SHID";"COMID";"COMNM"
"{""id"":""7045"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""CS IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38770";"3535";"HCT"
"{""id"":""7264"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""MZC_A-F006"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38771";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CS_IT"",""text_content"":""HCT"",""select_style_id"":""6168"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38772";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CS_IT"",""text_content"":""HCT"",""select_style_id"":""6168"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38777";"3535";"HCT"
"{""id"":""7264"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""MZC_A-F006"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38778";"3535";"HCT"
"{""id"":""7270"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""MZC_A-F017"",""text_content"":""Thanks Noel "",""select_style_id"":""6168"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38779";"3535";"HCT"
"{""id"":""7273"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""ADM_W102"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38780";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""CS_IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38781";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CS_IT"",""text_content"":""Test"",""select_style_id"":""6168"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38782";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CS_IT"",""open_date"":""2019-10-13"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""test"",""select_style_id"":""6168"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38783";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""CS_IT"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/vHJVOwSCYws"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":69,""video_title"":""national anthem"",""video_id"":""vHJVOwSCYws"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/vHJVOwSCYws\/mqdefault.jpg""}";"38785";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CS_IT"",""text_content"":""hhhhh"",""select_style_id"":""6168"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38786";"3535";"HCT"
"{""id"":""7045"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CS_IT"",""text_content"":""t"",""select_style_id"":""6168"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38787";"3535";"HCT"
"{""id"":""3047"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""Year 7"",""open_date"":""2019-10-14"",""open_loop"":null,""all_day"":null,""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":""8"",""open_time_i"":""30"",""open_time_s"":""0"",""close_time_h"":""8"",""close_time_i"":""40"",""close_time_s"":""0"",""text_content"":""***REMINDER***\r\nYear 7 is to meet Mr Wehl in the Drama room at the start of lunch. If you have a planned activity (Worship band, lesson etc) you are excused. "",""select_style_id"":""5754"",""play_mode"":1,""style_name"":""middle"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#0000ff\"",\""background_color\"":\""#ffffffff\"",\""text_align\"":\""center\""}""}";"38802";"2807";"CAC"
"{""id"":""7045"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""CS_IT"",""text_content"":""Test"",""select_style_id"":""6168"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38814";"3535";"HCT"
"{""id"":""7399"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Naseem"",""text_content"":""test"",""select_style_id"":""6386"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38838";"3641";"Four Square Bh"
"{""id"":""2662"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Hello Shyam best of Luck!"",""select_style_id"":""5097"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38839";"3008";"4Square"
"{""id"":""3411"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""principle visit at 1 PM please be prepared"",""select_style_id"":""6386"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38840";"3641";"Four Square Bh"
"{""id"":""3411"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""principle visit at 1 PM"",""select_style_id"":""6386"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38841";"3641";"Four Square Bh"
"{""id"":""3411"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""PRINCIPLE VISIT AT 1 PM"",""select_style_id"":""6386"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38842";"3641";"Four Square Bh"
"{""id"":""3397"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Checking to see how this works!!"",""select_style_id"":""6374"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38916";"3635";"Menahga Schools"
"{""id"":""3397"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""Checking to see how this works and looks!"",""select_style_id"":""6374"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38917";"3635";"Menahga Schools"
"{""id"":""3397"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""a"",""select_style_id"":""6374"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38918";"3635";"Menahga Schools"
"{""id"":""7412"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Lunstens Room"",""text_content"":""a"",""select_style_id"":""6373"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"38922";"3635";"Menahga Schools"
"{""id"":""7418"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Nancy LaBrue"",""text_content"":""Do you see me?"",""select_style_id"":""5817"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffd966\"",\""scroll_direction\"":\""left\""}""}";"38923";"3362";"Central USD 462"
"{""id"":""7418"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Nancy LaBrue"",""text_content"":""Timmy you are in trouble ! "",""select_style_id"":""5817"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffd966\"",\""scroll_direction\"":\""left\""}""}";"38926";"3362";"Central USD 462"
"{""id"":""7418"",""for_tag"":""0"",""type"":""3"",""content_type"":""3"",""name"":""Nancy LaBrue"",""source"":""1"",""lite_archives_id"":[],""lite_archives_name"":null,""link"":""https:\/\/youtu.be\/bS2a8-dwf84"",""one_play"":""1"",""play_time_h"":""0"",""play_time_i"":""0"",""play_time_s"":""0"",""is_live"":false,""duration"":276,""video_title"":""BenQ Education IFP Product Video"",""video_id"":""bS2a8-dwf84"",""start"":0,""thumbnail"":""https:\/\/i.ytimg.com\/vi\/bS2a8-dwf84\/mqdefault.jpg""}";"38927";"3362";"Central USD 462"
"{""id"":""1420"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""text_content"":""emergency\r\n"",""select_style_id"":""2837"",""play_time"":""1"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_1"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#000000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"38928";"1900";"Alloys"
"{""id"":""7418"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Nancy LaBrue"",""text_content"":""wake up "",""select_style_id"":""5817"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""2\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""#ffffd966\"",\""scroll_direction\"":\""left\""}""}";"38929";"3362";"Central USD 462"
"{""id"":""3100"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-10-15"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""SHIEK FAYAZ MOST HANDSOME IN ALMANA"",""select_style_id"":""5831"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"39005";"3369";"Almana"
"{""id"":""3100"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-10-15"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""Students are not allowed to go outside school the humidity are high "",""select_style_id"":""6106"",""play_mode"":2,""style_name"":""style 3"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff00ff\"",\""background_color\"":\""#ff000000\"",\""scroll_direction\"":\""left\""}""}";"39007";"3369";"Almana"
"{""id"":""3100"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-10-15"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""hello"",""select_style_id"":""6106"",""play_mode"":2,""style_name"":""style 3"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff00ff\"",\""background_color\"":\""#ff000000\"",\""scroll_direction\"":\""left\""}""}";"39011";"3369";"Almana"
"{""id"":""3100"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-10-15"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""Students are not allowed to go out in the classroom"",""select_style_id"":""5831"",""play_mode"":2,""style_name"":""ifp.style_2"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"39015";"3369";"Almana"
"{""id"":""3100"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-10-15"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""HELLO"",""select_style_id"":""5830"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"39016";"3369";"Almana"
"{""id"":""3100"",""for_tag"":""1"",""type"":""1"",""content_type"":""1"",""name"":""All device"",""open_date"":""2019-10-15"",""open_loop"":null,""all_day"":""1"",""cycle"":null,""cycle_day"":null,""cycle_week"":null,""close_date"":null,""week"":null,""open_time_h"":null,""open_time_i"":null,""open_time_s"":null,""close_time_h"":null,""close_time_i"":null,""close_time_s"":null,""text_content"":""Welcome to Michael E Debakey High School For Health Professionals "",""select_style_id"":""6106"",""play_mode"":2,""style_name"":""style 3"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff00ff\"",\""background_color\"":\""#ff000000\"",\""scroll_direction\"":\""left\""}""}";"39017";"3369";"Almana"
"{""id"":""5085"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""Bilkey Demo 1"",""text_content"":""Welcome EduCause 2019"",""select_style_id"":""4788"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"39029";"2860";"School District"
"{""id"":""7448"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""BenQ RP7501K Traveling"",""text_content"":""ffdfdaf"",""select_style_id"":""4787"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"39033";"2860";"School District"
"{""id"":""7448"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""BenQ RP7501K Traveling"",""text_content"":""Welcome Educase"",""select_style_id"":""4788"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"39035";"2860";"School District"
"{""id"":""7448"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""BenQ RP7501K Traveling"",""text_content"":""Welcome to EduCause - BenQ Booth 319"",""select_style_id"":""4787"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":1,""style_name"":""ifp.style_1"",""style"":""{\""font_size\"":2,\""font_color\"":\""#ff0000\"",\""text_align\"":\""left\"",\""background_color\"":\""\""}""}";"39036";"2860";"School District"
"{""id"":""7448"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""BenQ RP7501K Traveling"",""text_content"":""Welcome to EduCause 2019 - BenQ Booth #319"",""select_style_id"":""4788"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"39037";"2860";"School District"
"{""id"":""7448"",""for_tag"":""0"",""type"":""1"",""content_type"":""1"",""name"":""BenQ RP7501K Traveling"",""text_content"":""Welcome EduCAUSE 2019 - BenQ Booth #319"",""select_style_id"":""4788"",""play_time"":""10"",""play_time_unit"":""i"",""play_mode"":2,""style_name"":""Notice_2"",""style"":""{\""font_size\"":\""3\"",\""font_color\"":\""#ff0000\"",\""background_color\"":\""\"",\""scroll_direction\"":\""left\""}""}";"39038";"2860";"School District"
